gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SAGE1	246199	NaN	26	264280	70400	0	0	0	0	24	2	1100240	1	1
SALL1	332955	935	-42	368080	110120	0	0	0	0	3	0	204840	1	1
SALL2	707507	470	26	273600	89760	0	0	0	0	50	3	2451880	1	1
SALL3	47663	635	-65	353320	116000	0	0	0	0	1	0	154480	1	1
SAMD1	1023789	215	34	117760	39920	0	0	0	0	50	9	1845800	1	1
SAMD10	1152034	208	48	57360	17640	0	0	0	0	50	9	2701920	1	1
SAMD11	1851188	467	3	188400	63600	0	0	1	0	50	8	2804200	1	1
SAMD12	190644	575	17	60760	16400	0	0	0	0	50	3	1843200	1	1
SAMD13	226331	769	-12	34760	8800	0	0	0	0	24	3	854160	1	1
SAMD14	1237828	210	23	125920	39440	0	0	0	0	50	9	2482280	1	1
SAMD4B	1748498	252	32	195440	60040	0	0	0	0	50	5	2630440	1	1
SAMD5	97528	850	-17	47680	15440	0	0	0	0	50	6	2682760	1	1
SAMD7	400118	622	17	128280	36000	0	0	0	0	50	7	2271640	1	1
SAMD8	215938	188	39	123720	32760	0	0	0	0	50	8	2066640	1	1
SAMD9L	362550	625	8	454920	116160	0	0	0	0	41	6	1808040	1	1
SAMHD1	817783	225	47	186040	47360	0	0	0	0	50	3	2879160	1	1
SAMM50	155890	393	24	138440	37480	0	0	1	0	50	5	2143880	1	1
SAMSN1	157937	898	56	111200	27040	0	0	0	0	50	7	1868760	1	1
SAP18	447305	240	43	49840	14120	0	0	0	0	50	3	2128440	1	1
SAP25	NaN	NaN	NaN	55520	18640	0	0	0	0	50	11	4473200	1	1
SAP30	249666	413	23	62560	18440	0	0	0	0	50	6	2073000	1	1
SAP30BP	1898715	198	32	92840	23440	0	0	0	0	50	16	2471480	1	1
SAP30L	581156	416	29	53960	13720	0	0	0	0	50	4	2268800	1	1
SAPS1	1035412	209	5	255040	73520	0	0	0	0	50	1	1932560	1	1
SAPS2	960335	257	60	269120	76840	0	0	0	0	50	0	1760960	1	1
SAPS3	832270	272	48	267000	66600	0	0	0	0	50	6	2926040	1	1
SAR1A	458949	217	39	59280	15240	0	0	0	0	50	8	1872520	1	1
SAR1B	887915	177	46	59240	15280	0	0	0	0	27	3	1314080	1	1
SARDH	720319	481	29	261920	78520	0	0	0	0	50	4	2708080	1	1
SARNP	1861663	256	32	64880	16120	0	0	0	0	50	11	2361600	1	1
SARS	1000045	287	32	150520	39920	0	0	0	0	50	14	2375600	1	1
SART1	3854361	208	57	231160	66560	0	0	0	0	50	3	2429360	1	1
SART3	437636	399	40	282480	73200	0	0	1	0	50	3	2744200	1	1
SASH1	77939	454	-8	355600	102800	0	0	0	0	50	11	2232680	1	1
SASH3	370406	NaN	69	108920	31600	0	0	0	0	50	5	2499680	1	1
SASS6	292450	530	4	195280	49280	0	0	0	0	50	6	2651080	1	1
SAT1	491139	NaN	46	52360	11960	0	0	0	0	50	3	2540160	1	1
SAT2	2069567	213	34	50840	13120	0	0	0	0	50	11	2073000	1	1
SATB1	67460	883	-6	219880	59960	0	0	0	0	50	12	2607760	1	1
SATB2	104340	978	2	210360	58680	0	0	0	0	50	11	2058000	1	1
SATL1	82752	NaN	-16	183880	45920	0	0	0	0	50	11	2562960	1	1
SAV1	458995	259	31	110120	30040	0	0	0	0	50	8	2229000	1	1
SBF1	1028405	207	46	536160	164880	0	0	0	0	50	4	2361280	1	1
SBK1	1139917	221	55	114760	39680	0	0	0	0	50	6	3126520	1	1
SBK2	1094560	399	4	93920	32560	0	0	0	0	36	0	1132080	1	1
SBNO2	2398425	234	17	398960	121000	0	0	0	0	50	8	3035080	1	1
SBSN	1081638	390	41	166520	47920	0	0	0	0	50	4	2043280	1	1
SC4MOL	171541	540	6	87800	20440	0	0	0	0	50	10	2468680	1	1
SC5DL	173979	744	28	87840	22080	0	0	0	0	50	3	2418520	1	1
SC65	1760409	175	35	125640	35400	0	0	0	0	50	5	2355560	1	1
SCAF1	1733181	195	36	353800	123680	0	0	1	0	50	4	2552040	1	1
SCAMP1	222123	434	39	99680	26080	0	0	0	0	50	6	2453600	1	1
SCAMP2	764533	195	46	95160	27720	0	0	0	0	50	4	2418880	1	1
SCAMP3	1574928	194	45	99680	29440	0	0	0	0	50	15	2336600	1	1
SCAMP4	1944774	239	36	67400	18280	0	0	0	0	50	10	2507880	1	1
SCAMP5	840042	199	44	69760	18080	0	0	0	0	50	3	2311840	1	1
SCAND1	1257811	144	50	47160	18120	0	0	0	0	36	4	1505800	1	1
SCAND3	239465	576	27	380160	98640	0	0	0	0	18	1	881400	1	1
SCAP	875682	197	45	356200	115160	0	0	0	0	50	6	2476160	1	1
SCAPER	393531	675	22	415800	107520	0	0	0	0	50	8	3021400	1	1
SCARA3	350607	232	30	171800	53200	0	0	0	0	50	6	2980080	1	1
SCARA5	413257	154	32	139000	43400	0	0	0	0	50	10	2067320	1	1
SCARB1	1090766	206	35	159640	44120	0	0	1	0	50	6	1862080	1	1
SCARB2	515813	403	39	140760	36960	0	0	0	0	50	6	3102000	1	1
SCARF2	606391	351	4	240720	77640	0	0	0	0	3	0	285240	1	1
SCD5	740142	473	21	113160	32400	0	0	0	0	50	4	2075280	1	1
SCEL	193860	752	51	214480	48920	0	0	1	0	32	3	1155520	1	1
SCFD1	386053	583	2	195040	48200	0	0	0	0	50	5	2514960	1	1
SCFD2	170883	852	18	191880	58560	0	0	0	0	50	6	2401880	1	1
SCG2	276568	364	-7	178000	44960	0	0	0	0	50	3	2392560	1	1
SCG3	415519	247	27	141320	32800	0	0	0	0	50	7	2544560	1	1
SCG5	244857	383	1	62360	16720	0	0	0	0	50	5	2964040	1	1
SCGB1A1	3053973	413	49	27160	7160	0	0	0	0	50	9	2244040	1	1
SCGB1C1	1003496	437	11	28200	7800	0	0	0	0	50	7	1686760	1	1
SCGB1D1	2778889	450	53	26440	7520	0	0	0	0	50	9	2301920	1	1
SCGB1D2	3058870	450	42	26680	7280	0	0	0	0	50	5	1832040	1	1
SCGB1D4	3058870	450	42	24600	6840	0	0	0	0	50	5	1832040	1	1
SCGB2A1	2778889	450	53	29080	6680	0	0	0	0	50	9	2301920	1	1
SCGB2A2	3058870	450	42	28440	6600	0	0	0	0	50	5	1832040	1	1
SCGB3A1	855370	515	13	28560	10440	0	0	0	0	36	4	1796120	1	1
SCGB3A2	137041	470	2	26800	8240	0	0	0	0	50	9	2030120	1	1
SCGBL	790899	512	-33	28240	7880	0	0	0	0	50	30	2047760	1	1
SCGN	260299	630	23	84760	19760	0	0	0	0	50	4	2005720	1	1
SCHIP1	94850	870	-8	141760	37520	0	0	0	0	50	12	3305680	1	1
SCIN	119569	510	-1	210000	54960	0	0	0	0	50	6	2439240	1	1
SCLT1	98655	645	8	208680	48960	0	0	0	0	50	12	2895800	1	1
SCLY	435787	356	32	128320	37760	0	0	0	0	50	5	1758440	1	1
SCML1	70191	NaN	15	96160	25880	0	0	0	0	2	0	69720	1	1
SCML4	294918	581	36	117440	35320	0	0	0	0	47	7	2115000	1	1
SCN1A	98532	550	-11	582760	153080	0	0	0	0	9	2	514240	1	1
SCN1B	738570	419	-34	97080	27480	0	0	0	0	34	6	1534600	1	1
SCN2B	707709	293	56	62040	17160	0	0	0	0	50	3	1802880	1	1
SCN3A	103604	683	-8	590360	154000	0	0	0	0	50	5	2760760	1	1
SCN3B	681725	451	6	63640	17000	0	0	0	0	50	7	2125920	1	1
SCN4B	707709	293	56	65320	19040	0	0	0	0	50	3	1802880	1	1
SCN7A	68529	918	-11	492480	124920	0	0	0	0	47	8	3090720	1	1
SCN9A	93566	908	-9	575520	149040	0	0	0	0	20	5	1388520	1	1
SCNN1A	2670962	198	46	210160	59840	0	0	0	0	4	1	317360	1	1
SCNN1B	520509	611	32	186560	49960	0	0	0	0	50	3	2607800	1	1
SCO2	1075525	207	42	72600	24240	0	0	0	0	50	9	2406520	1	1
SCOC	186461	708	3	54480	13920	0	0	0	0	50	7	2196800	1	1
SCP2	609222	386	23	166440	40680	0	0	0	0	50	1	2825840	1	1
SCPEP1	333715	254	-10	133560	35520	0	0	0	0	50	5	2281000	1	1
SCRG1	249791	553	8	29240	7360	0	0	0	0	50	6	2584840	1	1
SCRIB	2182434	229	28	459640	154040	0	0	0	0	50	10	2809760	1	1
SCRN1	549429	560	23	127240	33200	0	0	0	0	50	3	2109320	1	1
SCRN2	1071489	214	29	121280	37120	0	0	1	0	12	1	451360	1	1
SCRN3	385177	419	24	124880	31480	0	0	0	0	50	5	2900520	1	1
SCRT1	2525749	200	28	93960	32160	0	0	0	0	12	0	839320	1	1
SCRT2	622277	480	42	84160	27200	0	0	0	0	50	8	3162720	1	1
SCT	NaN	NaN	NaN	33560	12040	0	0	0	0	50	11	4466600	1	1
SCTR	211577	497	30	128680	35840	0	0	0	0	50	3	2434560	1	1
SCUBE1	473937	440	30	290720	75640	0	0	0	0	50	6	2347880	1	1
SCUBE2	623689	357	31	301880	79360	0	0	0	0	50	5	2763120	1	1
SCXA	NaN	NaN	NaN	108480	37920	0	0	0	0	50	11	4492480	1	1
SCXB	NaN	NaN	NaN	108480	37920	0	0	0	0	50	11	4492480	1	1
SCYL1	3988328	197	46	232520	67120	0	0	0	0	50	4	2329840	1	1
SCYL2	184701	578	3	271680	71280	0	0	0	0	50	10	2008000	1	1
SCYL3	181109	624	5	214480	59240	0	0	0	0	50	8	2368360	1	1
SDAD1	486576	399	44	208480	49280	0	0	0	0	50	3	2096640	1	1
SDC1	532338	320	37	86000	27880	0	0	0	0	50	6	2322520	1	1
SDC3	392864	269	48	118240	43400	0	0	0	0	50	6	2300120	1	1
SDC4	1005559	233	36	57280	16520	0	0	0	0	50	13	1971760	1	1
SDCBP2	417756	427	36	84120	25200	0	0	0	0	50	4	2395720	1	1
SDCCAG1	661668	174	27	326360	76960	0	0	0	0	5	1	177440	1	1
SDCCAG3	1303729	233	36	125040	36240	0	0	1	0	44	5	1951000	1	1
SDF2	1651143	225	31	59880	17640	0	0	0	0	50	7	2428040	1	1
SDF2L1	521773	194	37	61640	19480	0	0	0	0	50	9	2187280	1	1
SDF4	2356409	196	27	116400	30600	0	0	0	0	50	7	3005440	1	1
SDHAF1	NaN	NaN	NaN	30520	11480	0	0	0	0	50	11	4466040	1	1
SDHAF2	1404745	245	58	49240	12560	0	0	0	0	50	9	1793080	1	1
SDHC	743182	293	35	62680	14000	0	0	0	0	50	4	3087440	1	1
SDHD	389805	179	31	45280	14000	0	0	0	0	50	9	2536880	1	1
SDR16C5	435368	613	-7	90160	24320	0	0	0	0	50	4	1635080	1	1
SDR39U1	898202	411	17	81440	27040	0	0	0	0	50	4	1995720	1	1
SDR42E1	207928	635	13	109720	33080	0	0	0	0	50	7	2887640	1	1
SDR9C7	2103486	286	26	88080	26400	0	0	0	0	50	9	2741720	1	1
SDS	444479	276	36	93160	28640	0	0	0	0	50	4	2269240	1	1
SDSL	444479	276	36	92800	29360	0	0	0	0	50	4	2269240	1	1
SEBOX	1405196	214	10	89880	24720	0	0	0	0	50	6	2528080	1	1
SEC11A	341258	214	52	52840	14360	0	0	0	0	50	9	2181760	1	1
SEC11C	280782	512	53	56960	15160	0	0	0	0	50	5	1895200	1	1
SEC13	742508	333	57	95680	24680	0	0	0	0	50	2	1679920	1	1
SEC14L1	777991	192	20	210240	56880	0	0	0	0	50	11	2523320	1	1
SEC14L2	676863	214	52	128600	33640	0	0	0	0	49	9	2408520	1	1
SEC16A	1413299	233	44	661920	201360	0	0	0	0	25	0	1355960	1	1
SEC16B	103475	499	-10	307480	86480	0	0	0	0	50	10	2853000	1	1
SEC22A	338654	421	48	89600	24160	0	0	0	0	50	8	2697680	1	1
SEC22B	738180	388	24	63120	16560	0	0	0	0	50	8	3293200	1	1
SEC22C	352808	445	32	92560	25040	0	0	0	0	50	7	2439680	1	1
SEC23A	314158	376	-7	224320	60560	0	0	0	0	50	4	2531400	1	1
SEC23B	414545	392	23	223480	62120	0	0	0	0	50	4	2461600	1	1
SEC24A	899027	175	40	314000	90400	0	0	1	0	50	5	2508360	1	1
SEC24B	202883	438	21	362640	105480	0	0	0	0	50	5	2010760	1	1
SEC24C	1009357	191	42	310480	94280	0	0	0	0	18	4	1210960	1	1
SEC31A	775541	268	38	354360	97920	0	0	0	0	50	4	2527800	1	1
SEC31B	1153157	264	50	336960	99840	0	0	0	0	50	6	2325760	1	1
SEC61A1	817705	419	42	136480	40520	0	0	0	0	50	4	2181400	1	1
SEC61B	203560	410	37	27720	8880	0	0	0	0	50	6	2334480	1	1
SEC61G	277856	325	-11	21320	4960	0	0	0	0	50	2	2067440	1	1
SEC63	290010	481	37	229080	54480	0	0	0	0	50	5	2081720	1	1
SECISBP2	163101	627	15	248800	66920	0	0	0	0	50	5	2074440	1	1
SECISBP2L	372654	382	9	306920	81280	0	0	0	0	50	6	2950000	1	1
SECTM1	2856070	193	24	69960	21600	0	0	0	0	50	2	2230800	1	1
SEL1L	192523	330	-11	234840	60960	0	0	0	0	50	5	2484960	1	1
SEL1L3	247887	575	54	330240	88680	0	0	0	0	43	2	1675680	1	1
SELE	269222	597	12	180560	45640	0	0	1	0	50	8	2068440	1	1
SELENBP1	1322568	174	42	137080	38720	0	0	0	0	50	4	2626480	1	1
SELL	293592	597	13	116040	26760	0	0	1	0	50	9	2098800	1	1
SELM	731144	218	40	41360	13360	0	0	0	0	50	6	2822760	1	1
SELO	944000	242	49	185280	60000	0	0	0	0	50	3	2664160	1	1
SELP	294306	478	6	243600	63360	0	0	0	0	39	4	1827720	1	1
SELPLG	448698	280	40	107640	38400	0	0	0	0	50	2	2146600	1	1
SELS	372683	406	2	55840	15680	0	0	0	0	50	11	2315240	1	1
SELV	1148741	322	25	92280	35280	0	0	0	0	50	2	2132880	1	1
SEMA3B	843769	206	51	211720	66320	0	0	0	0	50	6	2300320	1	1
SEMA3C	114018	419	-27	221120	57760	0	0	0	0	50	12	2568760	1	1
SEMA3D	17511	646	-28	230200	57800	0	0	3	0	23	10	874280	1	1
SEMA3E	74057	955	-30	228600	58440	0	0	0	0	50	14	2595640	1	1
SEMA3F	905995	196	40	225040	66560	0	0	0	0	48	6	2427800	1	1
SEMA4D	163051	596	34	299760	85320	0	0	0	0	50	7	2109360	1	1
SEMA4F	964055	364	41	214160	69640	0	0	1	0	50	7	2470200	1	1
SEMA5B	504904	328	34	327760	97520	0	0	0	0	22	2	995240	1	1
SEMA6B	2111443	278	43	243840	83640	0	0	0	0	50	7	2412960	1	1
SEMA6C	1562281	184	33	265200	90120	0	0	0	0	5	1	204280	1	1
SEMA7A	640438	204	54	191880	54960	0	0	0	0	50	9	2574520	1	1
SEMG2	842540	324	25	169200	41880	0	0	0	0	50	5	2563240	1	1
SENP1	457498	255	30	191600	48400	0	0	0	0	50	4	2052760	1	1
SENP3	1957426	194	24	163840	48080	0	0	0	0	50	11	2469160	1	1
SENP7	555098	622	1	311080	78320	0	0	0	0	9	0	328880	1	1
SENP8	1132082	352	26	61520	15640	0	0	0	0	50	6	2339920	1	1
SEP15	333484	410	-6	50160	11520	0	0	0	0	50	3	2266160	1	1
SEPN1	746382	372	24	169040	49720	0	0	0	0	50	8	3247920	1	1
SEPP1	343552	626	-12	118880	31840	0	0	0	0	50	1	1729960	1	1
SEPSECS	338354	506	32	145840	39680	0	0	0	0	50	7	2263880	1	1
SEPT1	2312884	165	47	108360	29400	0	0	0	0	50	6	2138800	1	1
SEPT10	191347	329	22	136160	32440	0	0	0	0	50	7	2171640	1	1
SEPT11	402678	462	39	128400	30720	0	0	0	0	50	3	2349920	1	1
SEPT14	841217	627	-10	129800	30400	0	0	0	0	50	13	2890280	1	1
SEPT3	1335011	323	67	111040	27800	0	0	0	0	50	7	1797680	1	1
SEPT4	874267	376	16	148240	40280	0	0	0	0	50	5	2066080	1	1
SEPT5	728313	211	8	111160	27320	0	0	0	0	50	7	2522560	1	1
SEPT7	355149	577	33	133160	30040	0	0	0	0	50	6	2792840	1	1
SEPT8	717720	356	59	154920	37800	0	0	0	0	50	1	1933600	1	1
SEPW1	812020	262	36	27120	6960	0	0	0	0	50	6	2609640	1	1
SEPX1	1766472	214	39	34880	8680	0	0	0	0	50	12	2713720	1	1
SERAC1	572602	209	40	192720	50640	0	0	0	0	50	9	2259440	1	1
SERBP1	454341	466	-6	117880	32720	0	0	0	0	50	2	2310920	1	1
SERF1A	NaN	NaN	NaN	80640	19200	0	0	0	0	50	11	4473760	1	1
SERF1B	NaN	NaN	NaN	80640	19200	0	0	0	0	50	11	4473760	1	1
SERF2	784327	286	37	18960	3840	0	0	0	0	43	5	2226280	1	1
SERGEF	645462	595	17	133280	37240	0	0	0	0	50	9	2143280	1	1
SERHL2	969686	196	65	94600	24320	0	0	0	0	50	4	2015880	1	1
SERINC1	140855	973	-19	132600	35400	0	0	0	0	50	6	2580200	1	1
SERINC2	748895	262	28	130800	37680	0	0	1	0	50	5	2555960	1	1
SERINC3	781823	276	46	137480	37960	0	0	0	0	50	4	2457800	1	1
SERINC4	784327	286	37	80800	22520	0	0	0	0	50	5	2681160	1	1
SERINC5	362413	673	36	139480	36920	0	0	0	0	50	10	2611000	1	1
SERP1	503198	347	15	20440	4640	0	0	0	0	6	0	231240	1	1
SERP2	190099	161	43	20000	4720	0	0	0	0	31	12	1187320	1	1
SERPINA1	201688	843	9	119240	33520	0	0	0	0	50	5	2480080	1	1
SERPINA10	203903	744	-1	126920	35200	0	0	0	0	50	5	2254160	1	1
SERPINA11	278548	858	13	118680	35520	0	0	0	0	50	5	1868200	1	1
SERPINA12	278548	858	13	119240	32320	0	0	0	0	50	5	1868200	1	1
SERPINA4	316239	858	10	121200	34800	0	0	0	0	50	5	2075480	1	1
SERPINA5	316239	858	10	115880	32560	0	0	0	0	50	5	2075480	1	1
SERPINA6	203903	744	-1	115440	32640	0	0	0	0	50	5	2254160	1	1
SERPINA7	23303	NaN	21	118960	32720	0	0	0	0	48	10	2210080	1	1
SERPINA9	278548	858	13	123360	35520	0	0	0	0	50	5	1868200	1	1
SERPINB1	469210	229	37	110600	29080	0	0	0	0	50	9	2146240	1	1
SERPINB10	133459	522	19	117160	28760	0	0	0	0	50	3	2299680	1	1
SERPINB11	174293	370	-5	114760	30080	0	0	0	0	50	7	2502400	1	1
SERPINB13	190401	339	20	115280	29200	0	0	1	0	18	1	865320	1	1
SERPINB2	152044	522	12	121600	31520	0	0	0	0	50	7	2944800	1	1
SERPINB3	174293	370	-5	115360	28760	0	0	0	0	50	7	2502400	1	1
SERPINB4	174293	370	-5	115960	28160	0	0	0	0	50	7	2502400	1	1
SERPINB5	200746	166	24	109760	28480	0	0	0	0	50	6	2146880	1	1
SERPINB7	159863	441	-11	111640	28880	0	0	0	0	50	6	2368040	1	1
SERPINB8	114875	671	26	111520	27680	0	0	0	0	50	7	2208840	1	1
SERPINB9	457673	201	41	108960	29640	0	0	0	0	50	7	1849240	1	1
SERPINC1	443726	385	13	133560	36960	0	0	0	0	50	8	3070400	1	1
SERPIND1	435437	288	41	143360	38560	0	0	0	0	50	3	2310320	1	1
SERPINE1	1066804	272	39	116320	32480	0	0	0	0	50	10	2594160	1	1
SERPINE3	202753	434	28	121560	34560	0	0	0	0	50	6	2548880	1	1
SERPINF1	1447501	189	32	118920	35280	0	0	0	0	50	5	2424680	1	1
SERPINF2	1447501	189	32	141200	41440	0	0	0	0	44	4	2189600	1	1
SERPINH1	546732	227	41	117600	35160	0	0	1	0	50	8	2090200	1	1
SERPINI2	135686	933	-18	120680	29320	0	0	0	0	50	11	2412040	1	1
SERTAD1	1010633	202	34	63640	21920	0	0	0	0	50	10	2034120	1	1
SERTAD2	632067	332	25	87160	26720	0	0	0	0	50	3	2931560	1	1
SERTAD3	1010633	202	34	54120	17280	0	0	0	0	50	10	2034120	1	1
SERTAD4	178673	440	-8	102200	27760	0	0	0	0	50	8	2250840	1	1
SESN1	385493	465	26	162560	40600	0	0	0	0	50	10	2685800	1	1
SESN3	349302	468	13	144200	37600	0	0	0	0	50	7	2116000	1	1
SESTD1	66477	684	11	207160	51920	0	0	0	0	50	11	2796160	1	1
SET	1865107	197	38	95760	21360	0	0	0	0	50	7	2687960	1	1
SETBP1	15027	678	31	465320	134440	0	0	0	0	0	0	134440	1	1
SETD1A	1508459	247	46	472440	151080	0	0	0	0	11	0	652360	1	1
SETD1B	NaN	NaN	NaN	530560	170000	0	0	0	0	50	11	4624560	1	1
SETD3	340080	429	-11	177920	47320	0	0	1	0	50	3	2528200	1	1
SETD4	219580	318	66	132080	35200	0	0	0	0	50	4	2335720	1	1
SETD5	781227	404	34	408120	120960	0	0	0	0	34	4	2160400	1	1
SETD6	661173	320	1	134480	39760	0	0	0	0	40	4	1972560	1	1
SETD7	400132	191	15	107240	28240	0	0	0	0	50	3	2272720	1	1
SETD8	1167786	177	45	102600	28080	0	0	0	0	50	9	2383760	1	1
SETMAR	96339	400	-20	194880	53160	0	0	0	0	50	8	1903240	1	1
SEZ6	1793486	220	36	282120	85320	0	0	0	0	17	1	776160	1	1
SEZ6L	196333	672	-62	290760	85920	0	0	0	0	16	1	838680	1	1
SF1	2261775	230	61	234440	63280	0	0	0	0	50	6	2600640	1	1
SF3A1	696089	214	57	229760	63520	0	0	0	0	50	5	2556880	1	1
SF3A2	1603571	240	27	128760	42480	0	0	0	0	50	8	2464320	1	1
SF3A3	445132	232	42	152600	35800	0	0	1	0	50	4	2014000	1	1
SF3B1	736523	276	30	379680	104520	0	0	0	0	50	2	2540080	1	1
SF3B14	243145	226	33	37600	9200	0	0	0	0	50	5	2031320	1	1
SF3B3	905402	131	40	349960	100520	0	0	0	0	40	7	2013400	1	1
SF3B4	798975	560	17	117480	38160	0	0	0	0	1	0	51520	1	1
SF3B5	321795	374	17	25120	6200	0	0	0	0	50	4	2881080	1	1
SF4	930697	232	10	189360	49680	0	0	0	0	50	5	2406880	1	1
SFI1	741049	313	37	363360	99720	0	0	1	0	50	3	2564520	1	1
SFMBT1	1008757	282	50	254480	66760	0	0	0	0	9	0	311320	1	1
SFPQ	822666	380	36	199400	60040	0	0	0	0	50	6	1852360	1	1
SFRP2	142627	793	-3	84640	22880	0	0	0	0	50	3	2412120	1	1
SFRP4	100826	683	10	100680	26640	0	0	0	0	50	10	2992640	1	1
SFRP5	555867	209	33	89240	26200	0	0	0	0	50	11	2529160	1	1
SFRS1	854628	182	27	74560	22760	0	0	0	0	50	4	2050960	1	1
SFRS11	296676	445	-11	139680	40680	0	0	0	0	50	3	2219320	1	1
SFRS12	388631	437	33	181600	48680	0	0	0	0	50	4	2235800	1	1
SFRS12IP1	81822	632	-1	48800	9280	0	0	0	0	50	5	2407000	1	1
SFRS13A	NaN	NaN	NaN	82840	22040	0	0	0	0	50	11	4476600	1	1
SFRS13B	376032	446	27	74800	21440	0	0	0	0	50	6	2749760	1	1
SFRS14	1327004	215	24	306800	87640	0	0	0	0	7	1	359560	1	1
SFRS15	291511	621	26	325760	96640	0	0	0	0	13	0	623120	1	1
SFRS16	1135715	208	25	196240	56360	0	0	0	0	50	7	2160680	1	1
SFRS17A	NaN	NaN	NaN	195640	56840	0	0	0	0	50	11	4511400	1	1
SFRS18	259457	638	13	237280	57680	0	0	0	0	50	9	3488240	1	1
SFRS2	827288	206	22	59040	21360	0	0	0	0	50	7	1631200	1	1
SFRS2B	273779	513	16	73920	27600	0	0	0	0	50	5	2539240	1	1
SFRS2IP	817865	602	11	422560	111200	0	0	0	0	5	1	393640	1	1
SFRS3	889664	178	40	47640	14160	0	0	0	0	50	6	2360000	1	1
SFRS4	494473	235	21	141600	39000	0	0	0	0	50	3	1931320	1	1
SFRS5	610490	333	47	79200	22440	0	0	0	0	50	8	2247600	1	1
SFRS6	316530	559	-45	97200	29400	0	0	0	0	5	0	247040	1	1
SFRS7	850854	184	26	68000	21400	0	0	0	0	50	4	2072920	1	1
SFRS8	364490	367	7	272680	78200	0	0	0	0	50	4	2271840	1	1
SFRS9	1563159	216	45	63160	18200	0	0	0	0	50	13	2497400	1	1
SFT2D1	199596	556	18	48440	12760	0	0	0	0	50	2	1882640	1	1
SFT2D2	442995	299	18	48360	13200	0	0	0	0	50	2	2239320	1	1
SFT2D3	NaN	NaN	NaN	54240	23520	0	0	0	0	50	11	4478080	1	1
SFTA2	2223866	223	25	22720	6920	0	0	0	0	50	9	2603200	1	1
SFTA3	58829	624	-18	27680	7960	0	0	0	0	50	9	2188560	1	1
SFTPA1	478276	NaN	11	76200	21600	0	0	0	0	50	3	2774480	1	1
SFTPA2	478276	NaN	11	70440	21120	0	0	0	0	50	3	2774480	1	1
SFTPB	1158965	170	43	114160	32960	0	0	0	0	50	7	2209320	1	1
SFTPC	587455	196	50	56720	17440	0	0	0	0	50	7	2257000	1	1
SFTPD	570627	613	29	105720	33000	0	0	0	0	50	3	2516280	1	1
SFXN1	184629	674	15	95360	25720	0	0	0	0	50	1	1924800	1	1
SFXN2	878626	180	27	95840	25720	0	0	1	0	27	1	983960	1	1
SFXN3	744964	188	46	94560	27600	0	0	1	0	21	1	575640	1	1
SFXN4	789279	149	29	101280	26880	0	0	1	0	18	2	815680	1	1
SGCA	1277832	210	26	109400	34840	0	0	0	0	50	10	2681080	1	1
SGCB	114535	815	8	93360	24120	0	0	1	0	50	12	2504360	1	1
SGCE	393749	462	4	143440	37280	0	0	0	0	32	7	1465680	1	1
SGCG	189677	771	-4	85040	23200	0	0	0	0	50	6	2730720	1	1
SGCZ	3398	1175	-34	90360	25680	0	0	0	0	50	11	2213920	1	1
SGEF	94659	975	-13	229400	65560	0	0	0	0	50	9	2623360	1	1
SGK1	97901	129	15	190120	49520	0	0	0	0	50	0	2100240	1	1
SGK196	304258	559	12	99360	27960	0	0	0	0	50	6	2383960	1	1
SGK2	345777	303	4	124280	35080	0	0	0	0	50	5	2390800	1	1
SGK269	311464	502	30	490680	139680	0	0	0	0	32	3	1631120	1	1
SGK3	391086	405	25	149200	36920	0	0	0	0	50	3	2544880	1	1
SGK494	1651143	225	31	119760	33720	0	0	0	0	50	7	2428040	1	1
SGMS1	295850	573	28	119040	31920	0	0	0	0	50	6	2622280	1	1
SGMS2	144491	683	6	105080	28600	0	0	0	0	50	16	2998760	1	1
SGOL1	100093	761	9	167120	41200	0	0	0	0	50	8	3212920	1	1
SGPP1	321254	311	18	121080	39240	0	0	0	0	50	3	2743360	1	1
SGPP2	283423	596	13	110640	35160	0	0	1	0	50	8	1977400	1	1
SGSH	674340	219	22	142520	42400	0	0	0	0	50	10	2820480	1	1
SGSM2	780080	271	29	305080	84680	0	0	0	0	50	3	2570680	1	1
SGTA	1354357	291	25	94120	24200	0	0	0	0	50	3	2417720	1	1
SGTB	414857	242	34	92680	21920	0	0	0	0	50	4	2258440	1	1
SH2B2	574073	361	45	162040	53480	0	0	0	0	50	5	2352880	1	1
SH2B3	466447	479	47	158200	52520	0	0	0	0	50	8	2652400	1	1
SH2D1A	216982	NaN	-14	37560	10320	0	0	0	0	50	4	1859840	1	1
SH2D1B	363646	391	1	39400	9920	0	0	0	0	50	12	2201080	1	1
SH2D2A	1649536	208	53	113560	34520	0	0	0	0	50	7	2440040	1	1
SH2D3C	1194942	179	58	252960	77760	0	0	0	0	50	2	2726800	1	1
SH2D4A	145909	265	-11	138040	35360	0	0	1	0	4	2	156240	1	1
SH2D4B	302345	686	-11	108480	28560	0	0	0	0	50	0	2377480	1	1
SH2D5	634204	208	34	118600	38360	0	0	0	0	50	3	2275880	1	1
SH2D6	1067736	180	39	49040	16240	0	0	0	0	50	6	2656400	1	1
SH2D7	434458	271	63	127120	38000	0	0	0	0	50	2	2363880	1	1
SH3BGR	294735	503	5	71320	18200	0	0	0	0	50	9	2455400	1	1
